labels,s11,s12,s21,s22,s31,s32,s41,s42,s51,s52,sn11,sn12,sn21,sn22,sn31,sn32,sn41,sn42,sn51,sn52,ts11,ts12,ts21,ts22,ts31,ts32,ts41,ts42,ts51,ts52
0,-0.0668163287525168,0.859044810598033,-0.0722799672523302,0.973828730699562,-0.095753034990149,2.71607741451136,0.174246383466537,3.02130706262066,-3.46616871292859,-0.542608052115236,0.113583412296398,0.0978814535066752,0.188073041127498,0.754452582587501,0.0812973791107584,1.62720161686012,-0.898650563683799,3.64538379523434,-4.00812383448518,2.53575859145095,2.39595903347449e-05,6.00804843884676e-05,-0.000158308699653595,-0.000109988404325887,-1.87502292292435,-1.62486854627215,-2.90997625078833,0.00493203807544077,-27.1348662488278,5.32054437915069
0,-0.681110628145727,-0.589032853707973,-0.749003027439936,-0.644660240873285,-1.12731987812259,-0.928216549855468,-3.42983731332271,-1.74910439415049,3.3795067924327,3.52022432955857,-0.317039924494262,-0.668572559105838,0.278752944586694,-0.259277616825573,0.233782332365872,-0.779459631471228,1.33768668135636,-1.83472512387043,2.58088983562833,-4.68234080837512,4.07781023370537e-05,-5.6903489286062e-06,-0.000193814303260557,9.63891635068619e-05,-2.02350740350925,-0.95463703688134,-1.54217252747916,-2.29206376032112,-15.127464551431,-17.229197841587
0,-1.15576597629103,-1.14954740890644,-1.35051995186384,-1.32701648302195,-2.39880517011581,-2.6377521327687,-0.493600858914125,-2.67556541001559,0.134120406698876,-3.51394438738926,0.117872232121852,-0.348767610918188,1.70199651054591,-1.64551556145517,1.41424976998764,-1.08079576141679,2.25247801700174,2.67097673035716,-0.102418063321258,-0.983142713206304,7.33278116953409e-06,-3.96425200599653e-05,-8.7589898150861e-05,2.34773288025155e-05,-1.55369052655368,-0.621804569133977,-1.09400202500883,-2.02350781399624,-7.02594645236688,-20.8948044075277
0,-1.62696806208297,0.299851173493829,-2.36663519397969,0.327651461505055,-2.83969752880873,0.466228692333767,0.259731031634975,-0.96528974188303,1.34457168325592,1.64213496577746,0.362927208850561,0.149440437952808,-1.43022169491236,0.984351831934604,-0.972737302105413,1.3320968663837,2.23958133014087,2.79796504233974,5.75755957612873,6.27813316618367,8.0504216156257e-05,1.67452064055316e-05,4.65328065534421e-05,-5.83938989152584e-05,1.153509712136,0.497239529657252,1.20564195946576,0.350626989020184,9.28066030303478,2.98216630701133
0,-0.140578067057434,-1.15152945461871,-0.152906159050102,-1.43592407840154,-0.189046090488202,-2.0927727739483,0.221897962108724,-0.636208553527961,0.48521843713937,-1.20711097790367,0.429825003763397,0.481762786239564,-0.128475050868216,-0.333824241631305,1.87256369813521,0.995288244660683,2.93552095951516,2.02463064101323,2.48589657050551,0.264445331121179,-4.67084771440233e-05,-0.000105607082493938,-5.10361904802552e-05,-3.14642291484853e-05,-1.09388634989335,-0.486506235339311,-0.558173665227712,-1.69713035454624,-3.19793041497492,-15.6851633878228
0,0.572484961556822,-0.128967011121374,0.618271514123515,-0.136029113830898,0.822209875007753,-0.161288570197922,6.83728265584119,2.79710687995803,-4.06185315800972,6.14343769736847,-0.0101210445276966,0.0155140895291614,-0.378163312799805,0.105833673967785,0.220188795090871,0.12228776588564,1.2408074985106,-2.35020195955055,2.12157128490201,-2.97829643667056,-6.24086611232836e-05,8.70057086959264e-06,5.20045459956172e-05,-4.07975356751039e-05,0.486454468898318,0.451895501176237,-0.641338578516467,1.75299431358392,-5.86768355739518,13.8345224849706
0,-0.691394305423357,2.01210440838028,-0.768367190295205,2.38446610542695,-1.37938820292443,2.77817857329796,0.256810533206865,1.23694662484124,1.03329599135357,1.32490131802955,-0.439712766730601,-0.270076252391828,-0.218122619316567,-0.19155988033321,-0.257577179537176,0.353694062612385,2.94996427858281,-0.482491726400637,7.33646318853888,0.230916963883421,-9.39548932146869e-05,3.6425492077322e-05,-1.36032435643294e-05,-0.000140011257747434,0.167156269811881,-0.576224713712848,0.48483029610459,-1.14468856818144,6.80740078921964,-13.1780394719646
0,1.47670440445379,0.400620236943132,2.1762722229476,0.437764331829896,2.87621451105833,0.650450547482627,0.0294635717159769,-2.28024548957476,-0.268584675415168,-2.35002784521912,0.178660738139332,0.157388405490456,-1.54084273638694,-0.224125081722002,-2.15779713544392,-1.09277655279137,-1.24192946170323,-1.47362045148165,0.432211804377204,2.67727409572755,-1.70331766750642e-05,2.52317219884064e-05,3.3427804173547e-05,1.02257814635905e-05,0.858008842552305,0.844187824614343,1.04096735288369,0.682668695007414,6.60426502029751,6.7932700255582
0,-0.214516246294635,-0.746696003897765,-0.232260325539817,-0.832155038540152,-0.300521488030137,-2.83988044737616,0.154595878119268,-1.42219190582173,1.20197029892045,-1.45218334617607,-0.0802558659464869,-0.417473029432169,0.605743546065668,-0.0329773195664733,0.715450346709091,-0.647205220108989,-0.306314238827469,-2.25376482725647,-2.9229708061295,-5.19737280875989,-0.000162928107333746,-4.30465763998138e-05,-0.000194341121399157,2.73679566558884e-05,-2.58601845310323,-0.7423809680634,-2.31660720703794,-1.76771728379511,-19.37991070506,-8.81984605734359
0,-1.95754425798303,-0.295530117679798,-3.03595020180299,-0.319446213063852,-4.2987304557277,-0.423651104938495,-4.74193133089666,1.93011945516179,-4.13606790256681,3.63606300815901,0.128355346299293,0.074019196450888,-0.158394934765919,1.43844934831732,0.675290770311148,2.56251980681613,-1.29113387909461,0.877007142819864,-9.56980268271462,-3.27839835858189,-2.3158256321472e-05,-1.23272702206685e-06,0.000464910290392825,0.000901604215635891,1.65257210143118,2.71109204001619,2.90183273720761,3.36144080554412,20.5465882554949,31.3400521208142
