s1,s2,s3,s4,s5,s6,labels
-0.562449529009998,-1.0861746629344,8.5132435,8.5132435,7.0879738,7.0879738,1
-0.789381375432365,-0.586508070681068,7.9073449,7.9073449,8.4266375,8.4266375,1
-0.513796187532237,-1.60930942524021,8.6431459,8.6431459,5.6864362,5.6864362,1
-1.26159595312894,-0.630850456096082,6.6465516,6.6465516,8.3078392,8.3078392,1
-1.3663356731156,-0.870811999382995,6.3669009,6.3669009,7.6649549,7.6649549,1
-0.814081085684848,-1.1219395480731,7.8413977,7.8413977,6.9921556,6.9921556,1
-0.923288852737294,-0.712615513592727,7.5498175,7.5498175,8.0887813,8.0887813,1
-1.29829723593367,-1.20455746218836,6.5485607,6.5485607,6.7708128,6.7708128,1
-0.967149872439548,-1.2722000143454,7.4327104,7.4327104,6.5895907,6.5895907,1
-1.57308585712945,-1.01303689829708,5.8148865,5.8148865,7.2839182,7.2839182,1
-0.688475535338372,-0.757095817744043,8.1767593,8.1767593,7.9696135,7.9696135,1
-0.846014391662248,-0.858422604399006,7.7561371,7.7561371,7.6981475,7.6981475,1
-0.693099277711194,-0.784712635640573,8.1644141,8.1644141,7.8956249,7.8956249,1
-0.501889447916582,-0.284456333477948,8.6749364,8.6749364,9.2358685,9.2358685,1
-1.18973779357806,-0.498984243411312,6.8384099,6.8384099,8.6611238,8.6611238,1
-1.11114664534431,-0.217277927325211,7.048245,7.048245,9.4158471,9.4158471,1
-0.978687243010711,0.0506094912700255,7.4019061,7.4019061,10.133548,10.133548,1
-0.684852669965752,-1.5540432413719,8.1864322,8.1864322,5.8345006,5.8345006,1
-0.54320140172965,-1.19326753521425,8.5646352,8.5646352,6.8010598,6.8010598,1
-0.795125584681586,-0.942070672561138,7.8920081,7.8920081,7.4740448,7.4740448,1
-0.962455604624546,-0.375597849451326,7.4452439,7.4452439,8.99169,8.99169,1
-0.511119703929669,-0.62878551960631,8.650292,8.650292,8.3133714,8.3133714,1
-1.09270272533666,-0.339502668535213,7.0974895,7.0974895,9.0883931,9.0883931,1
-0.406911153258466,-0.732351890049329,8.9285245,8.9285245,8.0359053,8.0359053,1
-1.38464086437241,-1.20673183784859,6.3180268,6.3180268,6.7649874,6.7649874,1
-1.03009924165458,-1.06951202667151,7.2646382,7.2646382,7.1326149,7.1326149,1
-1.09229620215588,-1.01835548521303,7.0985749,7.0985749,7.2696691,7.2696691,1
-1.80680825867368,-1.13135120475507,5.1908574,5.1908574,6.9669407,6.9669407,1
-1.22441653554202,-1.04564674770549,6.7458191,6.7458191,7.1965527,7.1965527,1
-0.994246436474463,-0.946032878162206,7.3603637,7.3603637,7.4634296,7.4634296,1
-1.11515281256253,-1.32080847449064,7.0375487,7.0375487,6.4593631,6.4593631,1
-0.65495197989229,-0.539354979804342,8.2662658,8.2662658,8.552966,8.552966,1
-1.13958746251002,-0.790246554948871,6.9723092,6.9723092,7.8807989,7.8807989,1
-0.702260056987561,-1.03890365993643,8.1399552,8.1399552,7.2146182,7.2146182,1
-1.09821723063639,-1.06591490446956,7.082766,7.082766,7.142252,7.142252,1
-1.35374304267539,-1.01975102126523,6.4005227,6.4005227,7.2659303,7.2659303,1
-0.521708520412327,-0.860013354251165,8.6220203,8.6220203,7.6938857,7.6938857,1
-0.793697547475296,-0.671896266444392,7.8958209,7.8958209,8.1978728,8.1978728,1
-1.32174741363065,-0.950058462928158,6.4859497,6.4859497,7.4526446,7.4526446,1
-0.84510538875109,-1.06393152479679,7.7585641,7.7585641,7.1475657,7.1475657,1
-0.954930356420469,-1.17017613152828,7.465336,7.465336,6.8629243,6.8629243,1
-1.09148143292104,-1.12381095042276,7.1007503,7.1007503,6.9871419,6.9871419,1
-1.17013419260057,-0.732554046443324,6.8907507,6.8907507,8.0353637,8.0353637,1
-0.751161791844258,-0.515817906372376,8.0093896,8.0093896,8.6160245,8.6160245,1
-0.558489280109412,-0.474194890249187,8.5238172,8.5238172,8.7275373,8.7275373,1
-1.07321313362417,-1.17711760578812,7.1495259,7.1495259,6.8443273,6.8443273,1
-0.412334645905782,-1.48158831445093,8.914044,8.914044,6.0286156,6.0286156,1
-0.821543449015096,-0.441572238100165,7.8214735,7.8214735,8.8149371,8.8149371,1
-0.559721097033397,-0.919089566538433,8.5205283,8.5205283,7.5356138,7.5356138,1
-1.13954896003814,-0.477392663991131,6.972412,6.972412,8.7189701,8.7189701,1
-0.738012673342486,-0.667650683564296,8.0444972,8.0444972,8.2092472,8.2092472,1
-1.61792415795906,-0.526457245099189,5.6951701,5.6951701,8.5875205,8.5875205,1
-0.119789306408739,-0.823793542574426,9.6951279,9.6951279,7.7909227,7.7909227,1
