labels,s11,s12,s21,s22,s31,s32,s41,s42,s51,s52,sn11,sn12,sn21,sn22,sn31,sn32,sn41,sn42,sn51,sn52,ts11,ts12,ts21,ts22,ts31,ts32,ts41,ts42,ts51,ts52
1,0.872737219561522,-0.530957298167519,1.08867306887205,-0.632171440076454,3.41164250194229,-1.05061663022046,5.9540047383431,1.09547935038036,5.61045617666929,1.71517403031137,-0.00704183115885631,0.256164536775052,-1.00199856680868,0.467102051414561,-0.692219598043692,0.363166713037974,-2.40482476505073,3.28569337193114,-3.8343658942158,6.34310621300596,-8.64378615586272e-05,7.85295873380189e-05,0.000815827893625431,0.000218835613963122,1.61569937711066,0.0114211527394655,4.17437734218276,-1.26889821042544,26.5912629745405,-8.24121944090462
0,-1.90088254526283,-0.637931275833533,-4.6739202891406,-0.746434291915087,-7.19651127108807,-1.16614803855716,-2.7604414510189,-5.70517816779089,3.2510092753388,-6.8567737492289,0.103521116037285,0.198212354306989,0.186010938475464,-0.624679495836682,2.00870872623316,0.506650536626376,1.53399244661926,1.96685157254513,1.42435550038904,-0.201777069379236,-4.88680875907663e-05,0.000258746897673752,8.90079380333853e-05,0.00238226363916215,-1.09633687299333,2.97308625084545,-1.81254562272654,6.50296984482597,-13.8230855971748,29.1372737110897
1,1.66431557479274,0.626650191077193,10.9053235103479,0.701353181047811,10.2642278887243,0.631914794134906,7.52717587248471,4.46857101650296,0.928059637520951,8.871922735424,0.227454502440495,0.342095874435907,0.095270156434942,0.99222087755979,-2.85602358801737,1.7111858650116,-3.91531236016934,0.935124928066598,-4.01042933259954,-2.90769471999088,-0.000133951275439548,3.64053255557434e-06,-0.00738038812568235,-0.00399359678277908,-2.71621125806019,-2.50549495860133,-4.87882748211143,-4.84259586225521,-23.6688546688548,-22.8279719095318
1,-0.490347220193088,-0.364686477737375,-0.58380827386393,-0.425404107799786,-0.981875964146597,-0.653183577568675,-5.41322051134853,7.57575402190606,1.10038802020582,10.1674628534056,0.0952645282431003,0.0430894673014038,-1.81424861486594,0.165152072648242,-1.87254103553925,1.35731772881989,-3.93753229405086,0.402789840848426,-3.84546232492011,-3.21401374463081,6.18369063751232e-05,-6.56743450069853e-05,-0.00763390950618049,-0.00362751201890133,-2.36690723231522,-2.5594344525093,-4.84404357034363,-4.83172986462174,-23.3316619500186,-19.9583028252435
0,-0.793021268035102,-1.30880676090713,-0.955983198739795,-1.68712544469788,-1.71134825539699,-8.43234938741858,-6.74798472379756,-8.31258345977308,-11.8022321788724,-1.93318364621417,-0.275159405347818,0.0467473500046162,0.493210612187576,0.887289884954181,-0.166831817906055,1.43118455803391,1.08851133532085,4.27367414702273,1.20242126408009,7.38752525120231,-0.00015484315803931,4.44708795222967e-05,0.000244428381034859,-0.0171341330669885,-0.715061302363761,-5.01033213214059,-1.3374317184707,-9.06444009334757,-7.32252602887491,-40.4177301767187
0,-0.683005987747018,1.20795311979403,-0.81699741852169,1.63482822282976,-1.42445653384542,5.78172347120907,-2.60664236137764,7.20405218085014,-6.4726248125077,4.35684493846546,-0.160726154462657,0.562402237438678,-0.0075183012818308,1.0890542507022,0.56464876483861,1.44810962473174,0.27709799679188,-0.859779192727417,-0.5751162982858,-2.8288777799473,-0.000115527885549007,-8.52048595770326e-05,-0.000747959038010102,0.000534434340260323,-2.53096070933525,-0.370090238878724,-4.15227942956559,-0.634453788291652,-16.5852073420411,-1.14600541132556
0,-1.13090127038787,-0.207944769257162,-1.49259565634024,-0.234612892670991,-5.61450373002295,-0.352451431086214,-6.49240248613896,-5.76816878103736,-1.83211283051554,-9.56201950161645,0.897716616885394,0.285828912675505,1.84557343829843,0.744940667406076,2.26353677970378,-1.10225578344137,6.33414122552226,-2.12588959930145,9.40862453845464,0.606928239953019,0.00010333728208827,-0.000123555758627176,-0.000501868042603883,0.00104241923607368,0.708160513827148,2.37050425033006,1.9602150455288,3.60878449341686,9.90277865511082,16.4344095087815
1,0.00635482070037423,-0.353615594435611,0.00918628283586677,-0.41493708845896,0.0286414506534565,-0.652971033685288,4.54429467031278,-0.361641843528235,2.40752236012472,6.41369389760629,0.58731362493463,0.313003583230932,0.595000563410506,0.687178644192618,-0.310616234657482,-0.00860822194369079,-1.93792428925058,-2.98195407570738,-4.28105304463367,-4.35340848994452,0.00012570207872164,-0.000161953127950603,0.00138833223174857,-0.00285450522341086,-1.19911878702215,-2.43795070346803,-2.87005276687708,-3.89044781564839,-15.0710111911781,-15.3423282736015
1,-0.888562900999867,0.853778970118441,-1.11627664696143,1.06785449415281,-4.06707993051148,3.31883676476408,-2.57883876326219,6.17716439012237,-1.54645982922034,7.62022174702808,-0.31380647516253,0.162203116910939,-0.684073648731234,-1.37831042747363,0.938280023050558,-0.418008895684131,-1.6384410307885,-1.43194034178018,-1.94350293123386,-2.03009435509925,6.98613115720207e-05,-0.000235745875824131,0.00416545326460461,-0.000517394923180281,0.128975105055892,-3.73808791091643,-2.59653974464501,-5.79098686072249,-12.2381925196554,-29.7725069165886
0,-1.05507235419425,2.00146262651644,-1.30179912093683,4.19138607796648,-3.05587813970018,5.76396833911675,-4.13196393365932,2.16130633964604,-6.12146690771071,1.40739957509212,-0.342340365180398,0.11464450045054,-0.468199435655959,-0.597506533243642,-0.123283571380003,0.671935667899993,-0.463033377548181,0.472875486089313,0.0121137262766401,2.2467319468542,-6.48587255516986e-05,-0.000124596165628264,-0.00559574542554842,0.00291558844112834,-3.24526521363302,1.49675781785767,-5.53051706869606,2.53102480726455,-26.4070594289351,12.0994052830971
