labels,s11,s12,s21,s22,s31,s32,s41,s42,s51,s52
1,1.04589090189828,0.813794357020006,1.98580940665754,1.24643293498836,2.33391414853348,-0.491429524037293,1.26325653258526,0.285190573482412,1.42710188396068,0.322120062266945
2,1.42125393315059,-0.665419274095104,5.05134550226988,-0.992508801960969,5.35349536865161,-3.89703796068894,0.904163514992417,4.07373506036404,1.0437607510605,4.08530846554138
1,-1.30274129379115,-0.124297761249406,-2.23170382462514,-0.195026381203634,-0.114192223786537,-2.72294816634735,0.0107358496406581,-2.70549997748855,0.0268614980258143,-2.68482393225401
2,-0.797059328732535,-1.17589814660242,-1.08207285251969,-19.0071850249319,-0.832268412332148,-8.34372187614915,-5.53901060188177,-6.18068398417064,-5.5310271771078,-6.17030077841261
1,-0.973029346327714,-0.78231001803294,-1.38029014498706,-1.54046924148359,-1.87196242256073,-4.32950153391559,-2.8552680439566,-2.91056882687401,-2.81195968655226,-2.79534518745706
2,0.166472180061365,-2.61499287679292,0.336670517745696,-3.48902825042379,-3.43083045588267,-2.80962055188748,-3.38351099533636,1.26995459059358,-3.3571227624612,1.28121305385364
1,1.54114562887048,0.434720930478054,4.20903626211203,0.587564017337392,0.200950629855151,-6.54139209681706,-0.43881194655163,-6.11763385602635,0.525854348616853,-6.03820058780369
2,0.122464980852785,-0.309481175610263,0.207029780108939,-0.434451700349379,-0.317913433321022,3.02844424322947,2.6022404021944,5.92558637733867,2.60392321924623,5.9353016919302
1,-0.35982921369508,0.424562881085948,-0.449428039242158,0.561959778258231,-2.23495988891295,-3.16128231212931,1.72707044773799,-5.12862475103399,2.46897388303748,-4.76276242906463
2,0.141280123776511,-1.12891025301882,0.238657295388531,-2.93578271135888,-4.77107770861624,-4.65969190616356,-3.4508304150256,2.01932396383243,-3.45550281436243,2.00285786576326
1,-1.3619112427389,-0.538227515307816,-2.72283643055119,-0.856090819023824,-3.27423624914414,-4.65495418663633,2.02742549328825,-5.99243628567341,2.93307264392269,-5.47016354982307
2,-0.802065681594256,-0.958041219158136,-1.11512967986096,-1.85909993242204,-4.72891005325014,-6.89693536252877,4.80208700671602,-6.5261138921629,4.98156781137274,-6.33793606780473
1,0.0634226184744721,-0.6371984101411,0.136522119565382,-1.17256772007133,1.38406750421981,-4.57842543605362,2.14538364639286,-4.4020056470412,2.78964744053766,-3.94189625999491
2,-1.10786478169668,-0.0507930506984867,-1.57039508575918,-0.0754034596894387,-4.01639111233914,-4.08257370746236,4.92730630819816,-1.04628651553973,4.91703280357021,-0.913310848576314
1,-1.24893859412654,0.142656523624567,-10.601174908281,0.133998042935747,-1.96218705361931,-2.03922436053343,1.4487738345781,-3.93091099119156,1.25806575904562,-4.12231925880392
2,16.6122543895296,0.188668083333258,14.1863467793649,0.104857799638685,6.96900100796353,-0.541414062466659,2.53133423007351,4.20562917969123,2.55996552285166,4.22346881317376
1,0.645073150814588,1.55251446567988,1.31265568002464,1.98775592773456,0.967834099083318,-0.970935593018681,0.988802086909705,-2.27513699929378,0.858834704225079,-2.44666405024589
2,-0.949172771452613,1.15196092035626,-1.44129135090965,2.17504938893861,-8.49646780982144,7.55506064921886,-10.9872946304764,6.86836371975166,-13.5110386289675,-0.710814932480361
1,-0.940945735368989,0.0235131100214624,-1.46258019574309,0.0134931437067428,-1.58482047385657,-1.69351981000664,-1.92120903151476,-1.81258643782017,-1.96604322381465,-1.90132354804289
2,-0.394527335233169,0.00849026450766275,-0.533348884514053,0.00946719771617225,-17.6697260787713,4.96267862326974,-4.74504602591895,-9.78790877857895,-4.75508338581879,-9.77465363878233
1,-0.851934467989984,0.291632533535766,-1.25625572941336,0.41832838818955,0.928289411423345,-3.57965584776447,2.00809131782375,-3.79161162127848,2.42088853582409,-3.4892719218453
2,-1.18727246818678,0.171749431488271,-1.78367213169444,0.243192357547599,-10.5662042905438,-0.609679835651822,-10.5780862400422,5.01642483325524,-10.6978409994242,4.83930239740534
1,1.69046346887552,1.0029843218863,2.31888646648562,1.22390129880082,0.42708125497908,-2.38737645564386,0.210702511904872,-2.08832898216857,0.157032712697892,-2.10892458224432
2,0.653875273369542,1.39078310882192,0.934786273473148,2.53342024692873,3.99852033137117,7.95500815552145,-3.98396966357585,8.7786890520167,-4.53353508982527,8.62794477467069
1,0.14963518657625,0.352327732777363,0.249273798988659,0.484573035466592,2.03039136515277,-3.46233930222089,0.903278022996168,-3.32198115646498,1.11073921459883,-3.29259053796905
2,0.234211075594079,0.612585068821995,0.379601143061723,0.895932900390191,0.344332841210119,7.66093526942933,6.05580063584764,-6.34423819315408,7.19121129992537,-4.50714849932299
1,-0.984055715746279,-0.215480756356666,-1.39648805299603,-0.31533889247678,-6.05291600036869,-2.00248417667331,0.742028994763105,-6.52567355440767,1.47033094168538,-6.3192258511593
2,-0.66915966704012,-2.23078769733301,-0.89268670679538,-8.21817483071939,-10.6171220006531,-0.797234576382745,-3.02305861608766,9.5268426614763,-0.861824274163375,9.59226263738118
1,0.154506389013307,0.112517957462404,0.268395472083544,0.133549229392747,3.19639046393342,3.99965745352249,-0.707398133247199,-7.62210401397251,-0.799000487041382,-7.60956988746295
2,-0.901620929142707,-2.02759080003935,-1.25484397544022,-6.34693930320397,-6.95948107856677,-9.87616271355101,-2.02148073128933,-11.6194524885086,-1.88950463458538,-11.6086801911398
1,1.08192186274993,-0.455614327678281,5.56373953258158,-0.985587651779378,3.85337906269171,-3.40147807323847,3.44691271240679,-4.09846009400133,3.81912906299713,-3.5804663434092
2,-1.44272566463108,2.07868442667856,-2.30022936896292,5.87694869278154,-4.94881556814044,4.93231093512133,7.64352720760161,-2.08940398443477,7.66978638101753,-2.28174036594766
1,0.670677662074965,1.10757379408542,1.11635397158477,2.55134299545929,0.871125360702295,-0.139497700085313,0.786014199019895,-4.2453909410146,1.15257193995991,-4.21010071284694
2,-0.588557267938369,-1.34651959955709,-0.76637101429164,-4.00420722112619,-2.3644270224316,-5.79209014666039,-0.893348964837441,-6.14060111633706,-0.531477844963854,-6.15848345012111
1,1.29065808613953,-0.436221443396434,3.6321333752881,-0.65509688715416,3.72530293777733,-2.91518244947883,3.95243935856743,-1.61942137248043,3.90849271494674,-1.46030749347731
