labels,s11,s12,s21,s22,s31,s32,s41,s42,s51,s52
1,-0.132519771876928,-0.0645016471761586,0.976588854829731,0.0536225176189707,0.557281190789854,0.222221134052386,-0.146260268747465,1.5789462858626,1.44872768561144,4.17731202484197
2,0.425681310563353,0.0288804498721578,0.136378654623419,-0.65988443636249,0.443861813888627,-1.5790100316479,0.859092034265263,-0.741665969775221,-0.793765360986359,0.515137699434378
1,-0.724264521958234,-0.319405046519782,0.555486975478882,0.00658879892982347,2.88768212250982,-0.135436766848348,2.24305845257125,0.47333211006074,2.92376322455826,1.47812865770594
2,-0.233273918721761,-0.235755457148206,0.376294476940805,0.086378416929292,0.541474442076942,-2.01874029010098,-0.819109392229382,-0.59818561474127,-1.59991846948238,-0.561355510329929
1,-0.1028656620479,-0.530334039292745,0.399757457536484,-1.83511044779476,-0.67359017929641,-0.421721620420641,0.602419698640508,0.581195103935487,0.550035969497991,3.23766085784772
2,-0.0280155603652336,-0.122831098821805,-0.870208210976582,-0.111657325345465,-0.335325356794248,0.448588690578153,-0.476461944277724,-1.04093183585126,-1.9254347197271,-2.29166198941137
1,-0.457129714672121,0.369689605403797,-0.013351901280133,-0.527089684958702,0.507526189181101,-0.350225942042294,0.111331876255935,1.68164390260127,0.950990263655578,4.87890712832799
2,0.0709476171297088,-0.210146108557325,0.0613490689236724,-0.940767793135044,0.837275659604987,-0.69230792128299,-0.742657807997332,-1.84745471343553,-0.647677952574331,-1.90982812599002
1,0.0180857796547389,0.0883446389265281,0.451764813941224,-0.137380338770701,1.03561730910234,-0.399553725760028,-0.605358856432645,2.58683960740205,2.40493486176089,5.63478425468229
2,-0.243424951622639,0.538770681205274,0.00475307042299747,1.09256658328533,0.431514938563743,0.671690256944832,-0.843067957580248,-1.07506700502604,-2.28467254018677,-1.92582732703596
1,0.36664118611811,-0.0210546705497538,-0.3620064167706,1.02849262324445,0.291338694842328,0.336237063128855,-0.492789374303356,2.18602520599842,1.88645763468369,5.80627249638752
2,-0.27713998226359,-0.636518374841277,0.1929091907011,-1.12587993383794,0.866821904197084,-2.21992458701302,3.35255432137209,1.26540642496265,6.39601147115109,3.09577295239607
1,0.0975439053019277,-0.06240158061073,-1.2755487013935,-0.539722103768877,0.344234852160444,0.795618688367559,-0.267404708480936,2.91598059023941,3.54490715075085,5.67326137692591
2,0.0763514663223568,-0.128723004901068,0.288656492191303,-0.671557656282237,1.79770153540176,1.22151894287393,3.8297321578772,1.8479475573767,4.30664686113851,1.55916189046846
1,-0.227025713047881,-0.135115052231627,-0.492544667093719,-0.789800208465607,0.911227376592763,0.424834933915748,0.0885950399217204,3.32521124693877,1.37664290368342,3.45304340442165
2,-0.119282073248796,-0.562233872119458,0.286393182221426,-1.42286802358686,0.098518377942315,-1.52937946976619,0.739320964671884,-1.13985657548489,-0.866105125452966,0.0588759020485981
1,-0.248092223862798,-0.010757950001657,-0.364032381561174,0.444229897906419,-0.365028446576414,-0.12471091764702,0.379423773724229,2.12026715769346,1.65891977744279,2.48667327920572
2,0.0547485809516822,-0.186453301578381,1.34977078485259,-0.827084287366877,0.758244985930168,-1.90997793358146,-1.17703508820758,-0.316002465071932,-2.94627161405633,-1.12264372408736
1,-0.239854116461295,0.321053642896635,-0.0042800167038358,-0.215485183496773,0.287230608236106,-1.47434660254509,1.31480121851278,-1.02079811722534,0.230312188538073,0.0594140975904516
2,-0.073025593234905,-0.327440436738189,1.35825446848093,-0.896746506809913,0.595631915447744,-0.680334749112607,-1.73044687851715,0.199155725860267,-2.08316437115263,0.74896449198815
1,-0.366229989490129,-0.198687692629583,-0.578150862017451,0.413637034879735,0.6433714526821,0.530994037159622,-0.167690244773579,2.89156604765651,4.40535013635578,5.24464825292917
2,-0.144829697005603,-0.0889455495175537,0.641640784984205,0.434469050244602,0.859088829213999,1.75127951953335,-0.382425767768017,-0.434017959193226,-3.1498481463132,-1.24800171261872
1,-0.0645330161113035,0.476107883070728,1.2074046841998,-0.609970192931537,1.39164687953395,-1.15398896622838,1.67193569673976,0.0646240312454916,2.09482313991294,1.10984909969112
2,0.541035480106991,0.385399293828422,1.17954741173321,0.161907676206477,1.7495575835053,0.475871980326486,-0.494677196127069,-0.65741488742937,-1.49912045963103,-1.43071338284457
1,0.0576449438972873,0.674798451549437,1.02469489208681,1.17566590036215,1.40472972009584,1.83771764240401,1.22479584298262,1.72188240922822,4.39755303752861,4.21722140286658
2,0.372087964581389,-0.211955330800696,1.59093655500394,0.823620572629143,0.174128401533478,2.02332523373744,-1.49283553940038,3.19838064116078,3.01698749573124,7.54564112818394
1,0.512455569911417,-0.064412050683361,0.501784240450273,-0.15537143112079,-0.0116411126063605,-1.31288316467133,-0.532155819579498,1.91958966873956,0.83082902418803,5.93060389166382
2,0.153084840184731,0.0824450517955582,-0.509690476815125,0.36827283511743,-0.31206542218563,0.973320945323157,-0.727170093557402,-0.138451241565022,-2.83739277489764,-1.91579724446953
1,0.0589404123449974,0.475301258996647,-0.48007311120695,1.63051020150438,-1.46314980985644,0.25046580189612,-3.28813191188329,0.269145807829067,-1.5888419325368,4.44933877962042
2,0.266485115570192,-0.0758215548308132,0.300181549258867,0.21713394475581,1.2837223796568,-0.582682582846739,0.906850034672353,-1.87142110084358,0.579915624670295,-2.02057292288673
1,-0.15422026328196,0.100369542669847,-0.394811517756219,-0.0625326739799199,-0.37960240183008,0.849453140964307,0.0364059091558634,3.52045400337052,4.40035943075575,5.78015489498574
2,0.387330044275326,0.13640499634197,1.29125699716212,0.826997369888135,1.76896814756415,1.13825436434355,4.29562603508065,3.38803427689307,5.14126277757177,0.58523106721789
1,0.426508223872067,0.590301034577232,-0.866193406477875,-0.249210901863367,0.357026668406923,-0.242808793353293,-0.182159156914616,2.24700047596084,2.49750535469076,5.19999222313562
2,-0.662511639426069,0.315801373931346,-0.625625713897557,1.05607702325287,-0.694596812992707,0.466161070719306,3.26617130261782,-0.104316206863154,4.1262689469614,0.0751668892981976
1,-0.0937856025472243,0.171895616347139,0.0432255818381785,0.410690009165637,0.680786406138994,1.40366826976898,3.90190987097852,3.23522167944531,5.09208910496659,1.62921326971891
2,-0.327950444612441,-0.173969172211527,0.813354427346626,-0.240538005131768,0.502847577180172,0.772527243972766,3.75360998096981,3.01712235172795,4.88008731051264,0.900490940088453
1,0.472744479980358,-0.063874059832905,0.660770870440242,0.439858218422806,0.817238363548406,0.459648361838337,2.47244894147497,2.25354137223585,4.9982173356799,3.65035091041512
2,-0.407809321349051,0.349460443559818,-0.736668164901273,2.37001503428801,-0.509985218173896,1.06290952930991,-1.13136254341728,-1.59698401313717,-1.98549515914592,-0.990237194435419
1,-0.171676489899323,-0.315730744577932,-0.616472608364766,-0.865113453708832,-1.3304264407375,-0.00583340313480585,0.298808147361166,1.50919866913544,1.49350621869189,2.16160742078543
2,0.106742288693612,0.314830166900148,-0.118364312166522,0.0239335904876241,-1.4340348205184,0.184317405377083,0.184036913466619,1.07566665042304,0.351330004286928,2.06125042192769
1,-0.420037764644962,0.00505951312669753,-0.178533363700909,-0.284633132933997,-1.74726542702495,-1.27828051551644,-3.48304799095644,-0.545847940958432,-2.496907795091,2.82768869892508
2,-0.113951063197837,-0.00796302401663632,0.410459790464934,-0.48807403066377,1.18867993561665,-1.42497542881856,-0.546431828080177,-1.13298499342388,-1.4390543656447,-2.84554301977906
1,0.0681144655529077,-0.275291815858,-0.0493105093030171,-1.54023929144939,-0.207224098776669,-2.30125734200191,-2.38356965335175,-0.625971939479595,-2.4950058446056,1.78486846343121
2,0.473274046761251,0.328869985776083,1.48186671432633,1.28577599644654,1.47684000134165,1.06568328643044,4.03290530044633,0.497929698798512,4.17999231987336,0.465680609299696
1,0.156376403032228,0.207104336696259,-0.664538378054987,0.511860706468528,-0.0854616990802536,0.388911503528241,-0.696164591062777,2.6455753513323,2.63961828215782,5.75529667838279
2,0.169168934816366,0.0327695866820656,-0.416208462562027,-0.453720943755772,-0.145378111444879,0.163574564115262,-1.22462853539754,-1.49052994851127,-3.34949425450466,-2.55266454022345
1,-0.279659308578761,-0.22844548279713,-0.728973040662724,0.0619690215006853,0.625077651629271,0.996970326772297,0.421124991018368,2.62903538174972,4.48139843636588,5.19359478519186
2,-0.0026754642460554,-0.0679914988259115,-1.50472372576671,0.512812202759849,-1.93251852283159,-0.564672214347789,-1.22946654751185,-2.57666351918404,0.626720995716662,-3.69027054572071
1,0.145859626857618,0.0212903571878701,-0.82428763724562,0.456678965615355,0.768623862921845,1.25536061235609,1.90294142086712,2.08814519318236,4.88846460436535,3.71380823450615
2,0.000630921835956351,0.120618149623805,0.601070359201192,-0.339456316231595,0.000656721604128074,-0.211908262512398,-0.521825168022584,-0.108828835477335,-2.80862778521148,-1.29728265825947
1,0.392922442236952,0.0735163136207113,0.105905531911603,0.704851638603872,0.207181910256637,-0.0652717954271917,3.16637352497089,1.32002600103527,4.53440060493009,1.15632233737106
2,0.00666725141731915,-0.392361021779972,-0.406494298400714,-0.952439460644291,1.4626029745307,-0.725955120426356,-0.241708873142032,-2.61180128986561,-0.466811143797617,-1.61448680346693
1,0.202650484300606,0.0286459877091155,0.0917666819220653,-1.34057292857159,-2.22939881504811,-1.02701816818299,-4.75693119987854,-5.10218909413905,-5.5134348136003,-7.78660228569475
2,0.0460090851773849,-0.126514037456485,0.189008747230608,0.902269372456631,-0.41980647853833,1.13415151587424,-0.289866798018331,0.154936980323889,-0.538130606067344,-1.65809547729923
1,0.182018564513004,-0.432135212992012,-0.71993571381297,-0.652575001860837,0.290083127201268,0.388999915093583,1.20650217445615,3.4158620335202,4.99788373924768,4.81726616612172
2,-0.263968918680566,0.191001555018283,-0.493065428167403,0.980162248917125,-0.955312268032198,1.31655149411186,-0.945441924393024,0.0539237711644337,-2.93866815794891,-3.45909137310705
1,0.0281381772927748,-0.21786271274177,0.527827973183016,-0.197020316999766,2.89708411050781,-0.469747482867166,3.68051991530243,2.1083185117673,5.9390279941665,3.35226869515716
2,0.114604162046486,-0.0801946013668879,0.256191065448384,-0.103410224827238,0.540180920594206,-0.687826632993988,-0.620262182400409,-2.84461051975904,-0.678921725589874,-3.63218214932048
1,-0.0521457001663306,-0.438928207827221,0.0727246593901951,-0.898170496551162,-0.320632854614578,0.481665537462457,0.644783977582813,2.08487077699707,1.43620119006666,3.0362850441718
2,0.0981381551718813,-0.251095454460442,-0.0103808438911763,-0.662618619086435,-0.0941779135062538,-1.03332570192287,-0.89799046849158,-1.39806036501469,-1.59429484322453,-3.22027368843615
1,-0.062284560968245,-0.335491447927508,-0.17641177492661,-0.576644857410745,-2.19671461310904,-0.933977224410757,-1.25325030580352,1.13219117159032,-0.397673521363458,2.9230263501468
2,-0.412420662873749,0.591850359915475,-1.27676794036704,-0.0299025618297067,-0.531972933123868,-0.494781836640824,-0.385184220786781,0.0620291536040775,-1.48435103114225,-1.42508266647819
1,0.292668926753575,0.123713150813911,-0.538271235794876,-0.252825697920609,-1.53430910169362,-0.255054698742302,-2.8997889520922,-0.167932289175054,-1.93452743141743,2.99411554352468
2,0.396267031576581,-0.1474198589747,0.804998274978836,0.689450504024077,0.640014029996188,-0.768267027772242,-0.64592392323728,-2.84241667402555,-0.542833691393148,-4.26757970578909
1,-0.568495806370299,0.0118402561123169,1.40652801194213,0.536266434209147,0.827600230599946,1.48842643641872,2.46949830016122,1.3050590971456,3.68532317713322,1.45730817802178
2,-0.099496577302246,-0.425587475983197,-2.45755713898507,-1.93428875288784,-1.846189000523,-0.488430084835158,1.392363082421,3.61115472563891,3.72178260250652,1.84898782534683
1,-0.0360261285855922,0.498336519912106,-0.0247662656204246,0.866528854702407,2.15205151252678,2.00221679282131,1.33923351463101,3.91639743348126,2.79769581545002,3.68046577003056
2,0.71488673555934,0.599696745726395,1.10825742199266,-0.323469778319521,2.72298763181516,-0.413096129501232,5.09032171062732,1.2680480543453,6.65443489829106,2.09228420331508
1,-0.203339703035752,0.0131313496550297,0.261929671077914,-0.261172281868657,-0.707512007702114,-0.624789045969962,-4.89911049694942,-3.9081534410381,-5.59248042600347,-6.79469540870542
2,-0.404932748084022,0.138206146180972,0.363440555020175,0.483991708165796,-0.493300224771043,0.629572783622218,1.65517910196361,5.36225145068835,2.11291476671396,3.74465246802601
1,-0.115087083778122,-0.0368191420498726,-0.411161917757175,-0.653141849306555,-2.03275955209082,0.0344631413214419,-2.14777465835474,1.01055576805534,-0.781792130527736,3.91709809686868
2,-0.212174394240868,0.266986836315053,-0.998263123192069,-0.000857928984491008,-0.988769641407162,-0.419219603324027,0.397704148176779,-0.486716228661545,-0.573047128752546,0.384414632910439
1,0.0300629149715652,-0.0640357100414869,-1.19614100901798,-0.326969600643276,-0.906069272446442,-0.694479058129472,-2.98378834416249,-0.32766024739766,-2.5039982683868,3.16641269569521
2,0.177741797530061,-0.466512858163722,-0.307068166082604,1.4161957540692,-0.246870535092742,0.332025491828356,-0.590803043541017,-1.58483398893295,-1.29892895850204,-1.68185146841012
1,-0.358578584722061,0.257162243432597,-0.789132468674082,0.484298743763912,-2.62818494827443,-0.0502612099102255,-2.49662253302667,0.135385534268697,-1.42605542452933,3.42387833181912
2,0.300397824305086,0.16708388669284,1.52465783320438,-0.182013438388165,2.60373201569119,0.410340168584257,5.11735300919196,0.83666859065992,6.56552955245235,1.41234753587948
1,0.0907549084883111,-0.0421861725091747,-0.974482900631753,0.0779375605397301,-2.23808930481553,-0.18768304007263,-2.55289863657531,0.24357015371373,-1.24774656414947,3.24085483300523
2,0.785190588243914,-0.475340479506157,0.747866527313975,0.5277522133376,-1.06130567119005,1.14635542154728,-2.49482335764808,0.451938152247307,-3.57146802768515,0.829918680880809
1,-0.0366182425297483,-0.23673765184222,0.790204163594113,0.306319019759642,-1.38487344560037,-2.17878595071138,-3.22157801662706,-0.478276280446283,-3.88794511866424,4.17015822601194
2,0.118366277907242,0.227264992686964,0.0748949186614172,1.96930243250075,0.0554344461087923,1.59302314868961,-0.666406831775672,0.387392745462389,-1.5706775211153,0.824965852600876
1,0.0649071556368319,-0.78140955458267,-0.284415970167449,-0.346595454449517,-1.43712514005574,2.26171561047704,-0.145719838552407,4.07956437614136,4.59710005810261,6.46518062259597
2,-0.271198833008988,-0.450725410503474,0.333302726977244,-1.57576629856125,3.00299703961375,-0.821158954645415,4.12532720796389,2.34802859347442,4.33767282377431,1.80304410874602
1,0.340604405988574,-0.737942798668134,0.640205802251471,-0.985653077302022,-1.34588084791937,-2.18049064481699,-3.34613042451717,-0.482336915191426,-2.79331751932548,2.63007425982809
2,-0.0402130790126307,0.055939880682321,0.0827983034375426,-0.830787326316408,-0.810722289839993,-0.214188276922367,-1.51571948839752,0.362546913716732,-2.6823064640545,0.104499714262465
1,0.128889710552047,-0.202230432616606,0.984433584044382,-0.426676412526153,0.370499610485773,0.132012174879955,2.3784603025996,-0.495634096691081,2.38265007693433,0.256170043319941
2,0.147900542242606,0.145137046171502,2.81698571651378,1.37968858700608,2.06604438214105,0.975356668327057,1.95591252375512,-0.996317986420563,0.499796545440492,0.653403706394966
1,-0.127992938021302,-0.230345287273351,-0.345029505439703,0.509628848754437,0.41380723232141,1.00182688951957,2.18000747305672,0.0763942877578453,2.64170291861485,0.846320390568354
2,-0.118107011264776,-0.179715112978029,1.47044941499704,0.208620072147739,-0.415811913814716,-0.335174253505542,0.763597987595756,1.3757743295832,0.679275881696007,1.9747052761428
1,-0.113394798846012,0.149771353663715,-0.00368201579188412,-0.391812389974184,-0.302608577809561,-1.04674812295655,1.25697869698763,-1.82255892309641,0.693243284712163,-0.816164805159448
2,-0.315960290526576,0.0650203143854017,1.38482821786701,-0.0352122396486988,0.315162407126327,0.00707149461286208,-1.08571699762596,-0.401762514732617,-3.89200265656285,-1.88811525379281
1,0.186701228385717,0.209907716093271,0.0505570527990699,0.975383857184333,-1.72477183740782,0.408236499773307,-1.52819233441153,0.861184354072989,-0.643598796176365,2.89639155208702
2,0.311576283975678,-0.254414261723793,-0.643788633109072,-0.629160176900846,-1.23747974477325,-2.37476201854491,-0.312885712804208,-2.78083159436363,0.743123877717169,-2.81898396158797
1,0.301679898536567,-0.263143503651242,0.74197222309081,0.141676159983094,0.760973713679427,-0.521287512473431,2.25979817421549,-2.47666069927586,1.47578195411683,-1.1185571447792
2,0.320322728442611,-0.038534430568605,-0.340587606225832,0.586350915996352,-0.14548526420534,0.839336824664074,0.0850457625441813,-1.06742982510288,-0.369315403387969,-1.78940075600763
1,0.0188739212865557,-0.0888520088684835,-1.56032508745631,0.7784487756933,-0.746327699253168,-0.542853266333819,1.7862564428111,-2.1299982870446,1.21870494859987,-1.31637242932592
