s11,s12,s21,s22,s31,s32,s41,s42,s51,s52
0.210552227474408,0.240235562493371,0.0638845124356994,0.039198285953278,1.15938163915844,-0.429738298327299,1.23090222074689,-1.60392189561067,1.9877687720142,-1.70431857876737
-0.293030407580413,0.159185951906834,0.249540419271673,1.3898246169585,0.044820059727854,-0.419811765231058,2.73457762139898,-1.74153420385693,0.28821584357663,-4.13172984008351
-0.403627091634848,0.0574648027949993,-0.547285447155314,1.01165911285519,-1.12836311202469,0.520472155084916,1.97654973273712,-1.25490283521935,2.60069339544767,-2.77099430203772
0.0152198745300733,-0.574926527719597,-0.300928092081672,-0.186852152740572,-0.0579709338963785,-0.493782711517901,1.94434351177865,-1.39667365834237,3.32749889719625,-2.85318145599271
-0.0668798703652222,0.103487502509298,-0.616021761595262,0.031574752041653,0.0085831511808972,1.38466996926194,2.13052602885614,-1.91541783689024,3.4201072699532,-2.49422334279589
-0.0455958355170744,0.188842524985693,-0.204220995085126,0.283865243438941,0.137866950141847,0.528824610318048,2.10082058004337,-1.68372814025168,-0.110431723701344,-4.47006072768491
0.157076340580045,-0.575320196179957,1.26177023019341,-0.63111517338796,0.731833707396209,-0.807711363219528,1.96397900323475,-1.70398634022807,0.124586885436829,-4.14366773392562
0.138289119459944,-0.0129810295446516,1.11388874451441,-0.615676514574203,0.805958158910131,-0.561617541426375,2.00191693704374,-1.91243888148981,0.175552364408431,-4.14443650646974
0.55990224201084,0.279827334775425,0.354218462960939,-0.537539780624092,0.104041658979629,-0.439496102538912,2.05528596738773,-1.938999934554,3.58482356780405,-4.01797695931204
0.348340026720717,-0.100132065163592,0.24395009557955,-0.0864546933267146,1.40119291843335,-0.8036213608944,2.73232384954279,-2.33349469838275,2.19072379638479,-3.82065426496809
0.297908760728465,0.33537467345636,0.416079080540058,0.380838672003568,1.26521459092822,-0.184686026022145,2.46019869306349,-1.96931322755258,1.45685942123649,-4.05230540864482
-0.401291930494095,0.199237076038914,0.540405471244204,0.996485866149963,0.901828725429368,-1.385430559439,2.24322353889828,-0.986662114455164,3.71396335233167,-3.07039048144111
-0.217620604136695,0.178406801991983,-1.71915163642441,-0.603921173045271,-0.168331297480112,-1.87191617956496,1.96414825171763,-2.18865221848612,0.264649632101872,-3.60861790029326
0.26304824378418,-0.460486933161294,0.495189517071293,-0.660473579904239,0.460349927293088,-0.316470239838909,1.84984267022507,-1.57631165258737,-0.862865874735792,-4.55832711625965
-0.105402690992009,0.0401881967896192,-0.257268366374206,-0.355663382230955,-1.2524205180521,-0.284485026747812,2.49685380362508,-0.963606867192641,3.53100514228782,-4.19643931916573
0.460162946795848,0.332643759239657,0.155886484280779,-0.314247011221157,1.65448094378291,0.387957278524342,2.58982368046142,-1.73169892159712,0.213819403264296,-4.28669118436373
0.464170139038088,0.53053460386052,0.441613398972486,1.57593368232125,-0.13123227314938,-0.700904861000367,2.42031723994495,-2.13798828985836,0.333525297680073,-4.53554226232768
-0.0502903281190078,0.554361981060082,0.466921656690055,-0.0616407635230484,-0.0686540841988571,0.638539402051686,2.85709328299162,-1.70558638740506,0.678921982177515,-4.5947966000999
-0.0236955945195631,0.0454645328338494,1.14782043811067,0.0970149042705236,0.781918849533091,-0.494504152413666,1.38451942535561,-1.68496533518642,-0.862534241723098,-4.29577875249315
0.32509291687568,0.243450444456497,1.53539492226249,0.8092624734641,1.39187156583435,1.06684197666766,1.49993559364375,-1.09340769673187,3.20383456069761,-2.48996557169745
-0.0131298019800626,0.147367656757391,0.277428223072431,-0.171009303700576,-0.194993724718201,-0.532325542165991,-0.339551324675541,0.736189442739791,1.41679428916759,1.63204067185919
-0.0206377262744164,-0.236599742925821,-0.904409328815977,0.402807210881832,1.44144818480881,-0.494670408581517,0.733945496731399,1.04653683929065,0.977864763466278,3.03833191102087
0.23249767540686,0.358795834640705,1.17188173357573,0.92501195663348,-0.1055511768488,0.945495684419812,0.154800740339184,2.64330136930948,-1.14451191789284,3.28098867786538
-0.199077142817508,0.40596291326001,-0.397778268336576,-0.141990626222112,-1.00729756297419,-0.737542891266304,-0.246218027749524,0.374471438213222,1.69759203022566,1.85782641797732
-0.307929820775148,-0.569491303708576,-0.103622579629551,0.239477676957356,-0.595607993963906,0.928725891301484,0.47112958376465,1.75645120025115,0.783484024013937,3.16574798145416
0.0129141098173132,-0.15979369697446,0.26302096154541,-0.528813927203991,-0.17307175639603,0.799974971329366,-0.242478253610865,1.93714207431949,-0.175713004543616,3.22121582814223
-0.0956187540221337,-0.116245963174701,0.39671564747925,-0.18925822072882,0.301368631193082,-0.184882642596108,0.0147186473475738,0.731400705636909,1.27980342770148,2.345801834179
-0.201374151093841,-0.386923269459822,0.0252270979092304,-0.802073071298672,-0.353708116627206,1.31509696699642,0.369140879844037,2.10129373336869,-0.553470140304099,2.07165167377313
-0.065803291394342,-0.084406937309983,0.873969717069549,-0.594959396238054,0.0400614854347714,0.294481009844927,0.209710525580024,0.856389875626798,1.47982694283768,2.35120455659175
-0.0562034362923926,0.326680081549195,0.373594863723286,-0.461327160017268,-0.373407052339938,-0.493310782331581,-0.0452958514072614,0.749464924150826,1.35719089099615,2.14439607706894
-0.299995708811216,0.0922446979060351,0.294817163067898,0.957278745767785,-0.253518165854318,0.794484169448542,0.421898568543867,2.56684993320519,-1.15285236776334,2.6139392038334
0.256957981476716,0.10251071357835,-0.256287232397516,0.569807640272122,0.311835588917519,-0.40879654745772,-0.000560300151350892,0.0896450138895664,1.56791372131386,1.62252229016801
-0.0471494734279366,-0.253896183560672,0.0440343648836822,-0.539238069734402,1.27538738405672,0.323392549481286,0.551660987473228,1.63554461187749,0.217749256666039,2.41161514306189
0.209155304159006,-0.107318576385798,1.06862001409367,-1.24322063385933,1.14008394941055,0.168013766972251,1.04218964222307,2.15169195734345,0.580325632982318,2.40038673557324
0.103415354752494,0.0747094411821999,0.580264063972818,0.436521386453432,1.66229350028331,0.528684898597438,0.0207627614467261,0.781921671805742,1.14984513648711,2.11317362901399
0.0300098744798277,0.718593833378208,0.0119385424072258,0.528910627671306,1.04240846103083,0.267862231132584,0.923643354703271,0.869071839794244,1.91619165421417,2.78060602336355
0.0071732525409959,-0.351374882810249,1.09888035975119,-0.222441817126602,-0.845856015060598,0.530606898074339,0.580557557884677,0.857459064634486,1.49024064818231,2.1025574842693
0.192823731255308,-0.0361766364489619,-0.701077968141437,-0.643577936781007,-0.565674629591146,-0.0914992301556764,-0.0977007548977309,0.319312267282091,1.63826748964217,1.63905380488674
0.266774526201757,0.292207674073036,0.0174202077336854,-0.536731284726225,-0.600458707202124,-0.0155547784967526,0.268239922156712,0.721007604279979,1.47993787313997,2.102653293198
0.0951087623956525,0.573053049815949,-0.652016496585436,0.679436843350501,0.063266248862077,-0.0554394303756217,-0.263714717604259,0.530476019128314,1.64904132421441,1.78736234382334
0.200779932043602,-0.165845688756128,0.465758802431199,-0.4985290976815,0.0599698934415022,-0.153703926945263,-0.441872688897147,-0.113573035603959,-0.212360671431426,0.724149369471657
