s11	s12	s21	s22	s31	s32
-0.825843787233135	1.84626845830359	0.0233949443142993	-0.0120421351284293	6.97620131814708	6.18223555604645
-4.51898326880856	-0.868395739163026	0.0672370960673517	-0.0374611649481803	26.3432630762842	6.05317939545418
-2.67070339652751	2.34978482432441	0.0652482716775068	-0.0355558902883909	15.5644416041496	16.0518886356685
-3.07953898551044	3.1387078213045	0.0622008774342176	-0.0323031585430388	8.95225059458013	15.9617341655259
-0.56449913694652	2.70785532565189	0.0598301392733152	-0.0311436504594072	13.2716434368871	18.2194604399468
-3.95866552019876	-1.78067829254609	0.067073956002048	-0.0375355152730836	25.0632104199794	2.15513147932783
-4.18874021136588	-1.28707584315158	0.0670073754535811	-0.0373687705995522	22.7016089979593	1.55345895656148
-4.58489672545071	-1.27731718024816	0.0669089865729951	-0.0368803886108611	27.557140120075	3.80062075046696
-3.78875053828118	2.04035136024184	0.064464650345184	-0.0349866572930141	17.7348401765835	17.1323334644455
-3.53876868943758	0.432744381202984	0.0652591657565745	-0.0358419313269344	17.3149910201719	11.7828356586028
-4.36923260779889	-0.0500592668883004	0.0670561108041695	-0.0379154205371213	19.087723843619	9.81743415949702
-3.32599631514576	2.94074427374315	0.0541665481004154	-0.0232360898547824	13.6210226303532	12.8838879365602
-3.40184508522655	-0.379277016065163	0.055960612707223	-0.0217746138084419	22.6150662414419	3.57289373765696
-3.63372326186213	-2.81504399190714	0.066979419735126	-0.0373009491213994	22.4608480601512	1.37638038072875
-3.52856072184418	2.52908969855863	0.065034030015241	-0.0353950150925639	18.0426679039193	14.3005460975477
-4.23734838164132	-0.807174866455471	0.0670629474209267	-0.0376107965951369	24.7313915420329	2.81676610251692
-4.7256603566413	-0.749271453573019	0.064602179967201	-0.0347646500361297	25.5001985967626	-0.391163750042422
-5.05630683478279	-0.165589820576553	0.0662104215753246	-0.0368072388940876	25.9823746149164	7.51969375790907
-2.51429706574292	-2.83231717422472	0.067043470291326	-0.0375186995910195	22.3961449490123	0.700042182242118
-1.81606320283416	2.20647627686676	0.0590705419529269	-0.0289741602788321	12.9439907631225	14.5051891332897
2.22192781574132	2.24374311210581	-0.0439348181417282	-0.0650252961627468	-12.1464457218834	-0.0387716887467876
3.5686077893486	1.11441970177081	-0.0240915685614639	-0.0222611531747761	-16.8206272184182	8.35804671937348
3.90938065486553	0.425727012686468	-0.0212023111470942	-0.0126559273168899	-20.6208360218002	4.21418928025225
1.83823244753754	0.191041784151344	-0.0377694763627303	-0.0529149521818909	-14.141183640962	-0.242419295181424
3.87756606841102	0.969910451157187	-0.0226251797142766	-0.0183234370289381	-19.8987470363104	5.75197099095138
2.86263657796451	1.31981623510972	-0.0230892710963992	-0.0181184646559612	-16.489332718261	3.05582254072644
2.80769864511933	1.91467667523997	-0.0377732322589894	-0.050891282844228	-17.3875336619589	6.49288064908183
1.985505497292	0.129830669297417	-0.01620311485752	-0.00896473579469819	-12.666565944815	3.35946716879938
2.93872040867278	1.28700749387168	-0.0370458609769425	-0.0500661718541611	-16.0566547997399	-0.0737614359078589
2.66846138727714	0.812202081517789	-0.0374528217061426	-0.0510552215642991	-14.5784292071873	0.187486414494497
2.17881070867361	1.23059719669358	-0.0177046095615993	-0.00721476537101193	-13.4161288683554	4.655591547852
2.1027340768961	0.986837035922624	-0.0427902673765871	-0.0627261190569582	-7.95017228784649	-2.18393134373242
3.16451242363963	0.174360694402254	-0.0203950527634971	-0.0163790660527139	-16.2292768947055	5.27976159195531
2.43838341173386	-0.133861477171222	-0.0205989161724431	-0.0168217685177785	-14.1767595738196	6.99824768908617
2.23017206243391	1.59832321514678	-0.0399528680056645	-0.0556090722395571	-13.4089032178922	-3.72120736635588
