s11	s12	s21	s22	s31	s32	labels
-60.3943071618612	-9.93193365835558	0.00571496449808521	0.0312437902982471	-104.128251842812	60.362405470065	0
-43.6053508460625	-8.97485057097994	0.00325466878543346	0.00466213691409057	-72.6450453055126	-20.510596066219	0
-37.2793918732537	1.09684437609061	0.00588163223232272	-0.014922700215879	-54.1782762450794	-15.6037097418766	0
20.8513357932005	17.0014839657252	0.000206903085560939	0.00552777519859316	29.9842548836718	-11.6060837077488	0
-24.6321290684219	2.06197757454347	0.00366914791360267	-0.00934038222172996	-40.0712296662557	-16.2063103383517	0
17.064446983437	20.0170122800889	0.00289058516356763	0.0211811124065871	30.7971968945999	54.6680974397905	0
-4.27186667522159	2.03740274502558	-0.000104158919714689	-0.00214373788014694	-10.4579664849375	-18.8817392772935	0
24.178337825619	33.0264627756237	0.00601473977516693	-0.00390530411006161	44.4031231954015	-15.225430319109	0
-56.9623239991865	16.1019041366767	0.0163577294299445	-0.0111209305268251	-101.279262078238	-11.8904393866689	0
151.46610148293	-13.1310350404802	-0.0443475019507053	0.0123335139978093	213.419083886802	64.8731857516188	0
40.4444619370649	-11.9868548478254	-0.0154215902001554	-0.00184736078970995	62.9600747666396	-18.9804198387722	0
141.878243528288	-5.07927909893836	-0.0343302738353325	0.00294917081004299	204.56086164919	-39.9254747375172	0
-64.6698923631391	1.12167295552085	0.0121443462790991	-0.0132024108584794	-99.5596264904748	-24.1133958197926	0
-29.7264833701862	6.04790268540483	0.00674139324719427	-0.00478207087278739	-44.4047287221262	-19.5828699185075	0
21.8839528547883	25.041959801551	0.00399278031522492	-0.0110716271213219	33.0817368371995	-13.8045286788469	0
-49.131335946734	-1.94238228204148	0.00717782301306968	-0.00234598889445552	-79.5885160904122	-16.3578352115839	0
15.2770065431669	-8.99236282922738	-0.00899926158476013	-0.000975259854802886	27.6401825157703	-12.0573581903392	0
3.25184797247049	-19.9612861713333	-0.0105950310684319	-0.0106708569392093	5.50908014041073	-20.9749883557821	0
93.5757942671323	18.9382514159739	-0.0144724321136037	0.00911863779703315	143.268113510749	-13.3089669835483	0
12.5988031095422	-18.9878328314604	-0.0128987076096679	0.00310015850068252	19.2377405380494	-15.6082638635674	0
40.6184021289053	-2.03416286508432	-0.0121038991085142	0.0100940422497687	73.9337903342324	46.5628886003326	0
-7.65890604074969	5.02064393235334	0.00110935024295904	0.00213314885936875	-12.3178641664118	-8.43878455722982	0
20.1332306810991	-10.0363197096311	-0.0120077815695352	0.0135804411297598	27.4080521211629	-9.96365752882015	0
-20.2584746865741	13.1117866606307	0.00808406933007593	-0.0233276910672803	-29.6155767533467	-16.4154734009266	0
-1.88472982968005	8.99745046196023	-0.000439727361198607	0.0118370773912421	-3.43049059559534	53.7205097816974	0
-40.2004590965787	20.0422260505751	0.0133948899121068	-0.000481823143676462	-66.8091808738835	-14.140380640559	0
-13.3277000810584	9.0157606618941	0.00310742854878295	0.0115453271601453	-12.6112834428557	54.0682441286264	0
-31.7551984073564	-10.9616976473874	0.000272369573663787	0.0154310040628698	-50.7117434712273	64.9939598425653	0
23.8526220822601	7.0235576120222	-0.00423266102240168	-0.00553198505408948	42.1171392202296	-11.7936068721097	0
25.1853723078831	-10.0148989782014	-0.0111429034943653	0.0195970460755779	39.283299168958	53.9500012433842	0
-93.2481544231605	-11.9137776248365	0.0113659123673619	0.023563646808906	-152.34306762163	71.2734602701124	0
-18.1304760826019	27.0641390417347	0.0120991123145178	-0.00519463849463327	-32.1271095979083	0.0832453964255362	0
-0.978575909996016	24.0039340552517	0.00638565834495789	0.0167076712764899	-5.9988733878133	66.3863806609275	0
57.4245542850438	-38.0036564457527	-0.0282427630469779	-0.0116754036962363	90.1903205857358	-35.2296607608568	0
33.6739133222019	9.00418484849647	-0.00549503817575976	-0.00325622125992582	58.5369576355982	-8.18573435094416	0
20.5802644583717	-32.9700580959178	-0.0193386721688046	-0.00931067585047325	37.2306487306841	-21.7407262002013	0
24.8054111266784	5.03581099646952	-0.0045221121542289	-0.0107094350901975	38.4301508573302	-14.5680153486955	0
-36.2300811358971	6.04627619966347	0.00742801580471053	0.0178839061384891	-55.5308693481471	65.299787212691	0
-128.556218571606	6.16228728853409	0.0231180625038656	0.0310706931185221	-187.778728246454	46.8963857249805	0
0.985780576475989	-7.9379979050347	-0.00529089223897241	-0.0197366215345789	2.03652711174086	-25.5587413819553	0
31.6132080768361	-3.02095806758997	-0.00956127138130759	0.0137184204645237	57.329729631734	51.6711172314616	0
-8.12774446981537	-3.92876848517455	-0.00247235394794602	-0.011391488376041	-16.2575883745368	58.6433041013074	0
123.086505235167	-25.0748205285985	-0.0379098461769967	0.00305625256131926	189.110269714792	-37.0330110016328	0
46.1022585180798	2.01434713795608	-0.0101309391319394	-0.0106346759891684	75.0478048427176	-6.64952541651585	0
-29.6271147186478	11.0630152836793	0.00770201167831298	-0.00500930487340029	-48.9283255718634	-17.3815547644418	0
26.033530493307	19.0040610691827	-0.000800845264250002	0.00281142530781096	39.5322845957183	-18.4839725596495	0
13.4902373538052	-19.9563665807956	-0.0130204809950601	-0.00906223618833342	26.0249378182774	-19.9523810111175	0
109.648192310138	19.9425616368351	-0.0177336460107699	0.000768122341577566	163.897081317545	-20.6261144062039	0
33.1572166078698	6.05698026018643	-0.00626346012899104	-0.0161959806395	50.9037606321988	-14.5911050352868	0
38.3074385346122	-8.99671630584256	-0.0138667445690854	-0.000413697791167993	66.2899254585687	-17.5239960212768	0
-5.45238120013265	64.0834858488856	0.0245501318844454	-0.0123451193111451	-7.17559989614576	-20.8657722907034	0
4.92754648816832	11.9971988581952	-0.00155603410663366	0.00993021496954278	9.23059164148882	57.3359068370867	0
-62.7449371796615	12.1155203460794	0.0155855118850534	-0.0115049728607967	-96.1722058649246	-21.0340564720992	0
69.4342485690395	44.9813472614541	0.00146693399629553	-0.00247757792371226	109.279423420081	-27.3105435763369	0
130.191398607166	-8.0813240298562	-0.0328453337245792	0.00585545072216613	198.925337016585	-17.0683342355853	0
52.1604948319375	-35.9812987037204	-0.0270916987681927	-0.0155309250485212	75.247153831934	-25.7184089957924	0
-78.0929045764065	16.0912704991984	0.0199184279660903	-0.00946911400895489	-128.411333752044	-22.0139116038891	0
11.0877478893267	-11.0007892016801	-0.00919746066157729	0.00280811033609668	14.7935643243705	-14.5699096690078	0
27.741000216268	-19.0059358181558	-0.0154192287367519	-0.000415181418246283	45.8280688451379	-19.4106318424738	0
55.5087440393402	-6.05796470916437	-0.0177505856717023	0.00893480857793039	84.027294302029	40.6281559188108	0
45.2570336831959	-10.984411733739	-0.0157814565087798	-0.00911549563678791	69.1558368774888	-21.303419811174	0
21.9487470939188	-19.8992016082367	-0.0131459884968055	-0.0265712350410322	34.1866371507164	-30.0890640715336	0
-53.1715435153267	-13.9222527006119	0.00291956667171121	-0.00783755090610747	-87.9968963784802	-19.4732707522898	0
-7.56963810932945	-26.9749906216322	-0.0114826515529382	-0.0019417924605376	-13.973964300436	-23.3097003014425	0
44.2397655131851	-5.99137963121207	-0.0131448947581009	-0.0069006834989275	71.8240258106361	-19.5144906684617	0
16.281137207175	-8.99735841286149	-0.00976921441628597	-0.0013673849446361	29.1281092644533	-12.0096870374345	0
106.490015919902	3.94707733959688	-0.0228287862352165	0.000890629216541826	167.942652266435	-17.3343052505053	0
-25.3639794399658	-5.99406995772604	0.000110074735365453	0.0076334297658208	-36.2855952576245	-17.1075332312474	0
41.210139836667	-11.9976632411861	-0.0153247108390309	-0.0123826057453663	69.4549172280188	-26.5510816507168	0
-52.880126187155	24.060866281669	0.018205271739393	0.00205352306232813	-76.6209583901591	-16.411590562371	0
34.3685228585982	-6.98670156664475	-0.0119428649368325	-0.00209786667555528	52.6409569754517	-15.104401968558	0
8.97229322576914	25.039942941102	0.00609696980868488	-0.00827166162064871	11.2230843244701	-14.8410355015792	0
80.3897496041069	-20.9916130564077	-0.0269125916036196	-0.0155979692166659	120.920789210002	-31.6786696204257	0
-0.597358874863389	21.0365740305159	0.00596169007794091	-0.00424489888740625	1.36097450969501	-5.03832204276414	0
35.2318906585059	-1.98346430006766	-0.0101203261625682	-0.0109613438487364	54.7010181915712	-14.3110211680424	0
-8.32728325915082	23.0420522406525	0.00847881531541101	-0.000754377454048367	-18.9716333204859	-11.3510984125796	0
-18.1585076823763	6.07789544114801	0.00439502725771225	-0.0219205814387153	-22.6749400190986	-22.7110775427769	0
70.4241500459442	-23.0557961967648	-0.0289402387261852	0.0122942929932809	115.729161588846	55.2793503437269	0
19.1531941219308	16.0096136097943	-0.00024340863630111	-0.000943038849973363	30.8068916258275	-13.4964659976181	0
55.0185112546592	-24.0301720912994	-0.0242726841224725	0.00998263292684477	89.6641910396261	55.6410310391948	0
43.218845560639	14.0360545657001	-0.00482946602896846	-0.0182419600686083	64.8784564175998	-19.8714841959969	0
